Tag,Chromophore,Solvent,Absorption max (nm),Emission max (nm)
14890,COc1ccc2cc([C@H](C)C(=O)O)ccc2c1,ClCCl,333.6,353.1
14891,COc1ccc2cc([C@H](C)C(=O)O)ccc2c1,C1CCOC1,333.8,351.7
14892,C(=C/c1c2ccccc2cc2ccccc12)\c1ccc(Oc2ccc3ccccc3c2-c2c(Oc3ccc(/C=C/c4c5ccccc5cc5ccccc45)cc3)ccc3ccccc23)cc1,ClCCl,389.5,486.0
14893,C(=C/c1ccc(-c2ccccc2)cc1)\c1ccc(Oc2ccc3ccccc3c2-c2c(Oc3ccc(/C=C/c4ccc(-c5ccccc5)cc4)cc3)ccc3ccccc23)cc1,ClCCl,328.0,385.0
14894,C(=C/c1cccc2ccccc12)\c1ccc(Oc2ccc3ccccc3c2-c2c(Oc3ccc(/C=C/c4cccc5ccccc45)cc3)ccc3ccccc23)cc1,ClCCl,334.0,409.0
14895,C(=C/c1c2ccccc2cc2ccccc12)\c1ccc(Oc2ccc3ccccc3c2-c2c(Oc3ccc(/C=C/c4c5ccccc5cc5ccccc45)cc3)ccc3ccccc23)cc1,C(=C/c1c2ccccc2cc2ccccc12)\c1ccc(Oc2ccc3ccccc3c2-c2c(Oc3ccc(/C=C/c4c5ccccc5cc5ccccc45)cc3)ccc3ccccc23)cc1,395.5,490.0
14896,C(=C/c1ccc(-c2ccccc2)cc1)\c1ccc(Oc2ccc3ccccc3c2-c2c(Oc3ccc(/C=C/c4ccc(-c5ccccc5)cc4)cc3)ccc3ccccc23)cc1,C(=C/c1ccc(-c2ccccc2)cc1)\c1ccc(Oc2ccc3ccccc3c2-c2c(Oc3ccc(/C=C/c4ccc(-c5ccccc5)cc4)cc3)ccc3ccccc23)cc1,328.5,408.0
14897,C(=C/c1cccc2ccccc12)\c1ccc(Oc2ccc3ccccc3c2-c2c(Oc3ccc(/C=C/c4cccc5ccccc45)cc3)ccc3ccccc23)cc1,C(=C/c1cccc2ccccc12)\c1ccc(Oc2ccc3ccccc3c2-c2c(Oc3ccc(/C=C/c4cccc5ccccc45)cc3)ccc3ccccc23)cc1,336.5,417.0
14910,CN(C)c1ccc(/C=C/c2ccc3ccccc3[n+]2C)cc1,ClCCl,556.0,645.0
14911,CN(C)c1ccc(/C=C/c2cc[n+](C)c3ccccc23)cc1,ClCCl,581.0,680.0
14912,CN(C)c1ccc(/C=C/c2cc3ccccc3c[n+]2C)cc1,ClCCl,441.0,539.0
14922,CN(C)c1ccc(/C=C/c2ccc3ccccc3[n+]2C)cc1,CC#N,519.0,618.0
14923,CN(C)c1ccc(/C=C/c2cc[n+](C)c3ccccc23)cc1,CC#N,536.0,703.0
14924,CN(C)c1ccc(/C=C/c2cc3ccccc3c[n+]2C)cc1,CC#N,422.0,530.0
14926,CN(C)c1ccc(/C=C/c2ccc3ccccc3[n+]2C)cc1,O,500.0,622.0
14927,CN(C)c1ccc(/C=C/c2cc[n+](C)c3ccccc23)cc1,O,510.0,698.0
14928,CN(C)c1ccc(/C=C/c2cc3ccccc3c[n+]2C)cc1,O,394.0,625.0
14930,CC1(C)C(/C=C/C=C/C=C/C=C2/N(CS(=O)(=O)[O-])c3ccc(S(=O)(=O)[O-])cc3C2(C)C)=[N+](CS(=O)(=O)[O-])c2ccc(S(=O)(=O)[O-])cc21,O,747.0,771.0
14931,CC1(C)C(/C=C/C=C/C=C/C=C2/N(CS(=O)(=O)[O-])c3ccc(S(=O)(=O)[O-])cc3C2(C)C)=[N+](CS(=O)(=O)[O-])c2ccc(S(=O)(=O)[O-])cc21,CO,752.0,776.0
14932,CC1(C)C(/C=C/C=C/C=C/C=C2/N(S(=O)(=O)[O-])c3ccc(S(=O)(=O)[O-])cc3C2(C)C)=[N+](S(=O)(=O)[O-])c2ccc(S(=O)(=O)[O-])cc21,O,749.0,771.0
14933,CC1(C)C(/C=C/C=C/C=C/C=C2/N(S(=O)(=O)[O-])c3ccc(S(=O)(=O)[O-])cc3C2(C)C)=[N+](S(=O)(=O)[O-])c2ccc(S(=O)(=O)[O-])cc21,CO,755.0,776.0
14934,CC1(C)C(/C=C/C=C/C=C/C=C2/N(CCCCCC(=O)O)c3ccc(S(=O)(=O)[O-])cc3C2(C)C)=[N+](CCCCCC(=O)O)c2ccc(S(=O)(=O)[O-])cc21,O,748.0,771.0
14935,CC1(C)C(/C=C/C=C/C=C/C=C2/N(CCCCCC(=O)O)c3ccc(S(=O)(=O)[O-])cc3C2(C)C)=[N+](CCCCCC(=O)O)c2ccc(S(=O)(=O)[O-])cc21,CO,753.0,773.0
14936,CC1(C)C(/C=C/C=C/C=C/C=C2/N(c3ccc(S(=O)(=O)[O-])cc3)c3ccc(S(=O)(=O)[O-])cc3C2(C)C)=[N+](c2ccc(S(=O)(=O)[O-])cc2)c2ccc(S(=O)(=O)[O-])cc21,O,754.0,779.0
14937,CC1(C)C(/C=C/C=C/C=C/C=C2/N(c3ccc(S(=O)(=O)[O-])cc3)c3ccc(S(=O)(=O)[O-])cc3C2(C)C)=[N+](c2ccc(S(=O)(=O)[O-])cc2)c2ccc(S(=O)(=O)[O-])cc21,CO,759.0,782.0
14938,CC[N+]1=C(/C=C/C=C/C=C/C=C2/N(CCCCCC(=O)O)c3ccccc3C2(C)C)C(C)(C)c2cc(S(=O)(=O)[O-])ccc21,O,745.0,769.0
14939,CC[N+]1=C(/C=C/C=C/C=C/C=C2/N(CCCCCC(=O)O)c3ccccc3C2(C)C)C(C)(C)c2cc(S(=O)(=O)[O-])ccc21,CO,751.0,775.0
14940,CC[N+]1=C(/C=C/C=C/C=C/C=C2/N(CCCCCC(=O)O)c3ccc(S(=O)(=O)[O-])cc3C2(C)C)C(C)(C)c2cc(S(=O)(=O)[O-])ccc21,O,747.0,769.0
14941,CC[N+]1=C(/C=C/C=C/C=C/C=C2/N(CCCCCC(=O)O)c3ccc(S(=O)(=O)[O-])cc3C2(C)C)C(C)(C)c2cc(S(=O)(=O)[O-])ccc21,CO,749.0,773.0
14942,CC1(C)C(/C=C/C=C/C=C/C=C2/N(CCCCCC(=O)O)c3ccc(S(=O)(=O)[O-])cc3C2(C)C)=[N+](CCCCS(=O)(=O)[O-])c2ccc(S(=O)(=O)[O-])cc21,O,749.0,771.0
14943,CC1(C)C(/C=C/C=C/C=C/C=C2/N(CCCCCC(=O)O)c3ccc(S(=O)(=O)[O-])cc3C2(C)C)=[N+](CCCCS(=O)(=O)[O-])c2ccc(S(=O)(=O)[O-])cc21,CO,753.0,774.0
14944,CC1(C)C2=[N+](CCCCCC(=O)NCNC(=O)CCCCCN3/C(=C/C=C/C=C/C=C/2)C(C)(C)c2cc(S(=O)(=O)[O-])ccc23)c2ccc(S(=O)(=O)[O-])cc21,O,749.0,773.0
14945,CC1(C)C2=[N+](CCCCCC(=O)NCNC(=O)CCCCCN3/C(=C/C=C/C=C/C=C/2)C(C)(C)c2cc(S(=O)(=O)[O-])ccc23)c2ccc(S(=O)(=O)[O-])cc21,CO,754.0,776.0
14946,CC1(C)C2=[N+](CCCCCC(=O)NCCNC(=O)CCCCCN3/C(=C/C=C/C=C/C=C/2)C(C)(C)c2cc(S(=O)(=O)[O-])ccc23)c2ccc(S(=O)(=O)[O-])cc21,O,750.0,770.0
14947,CC1(C)C2=[N+](CCCCCC(=O)NCCNC(=O)CCCCCN3/C(=C/C=C/C=C/C=C/2)C(C)(C)c2cc(S(=O)(=O)[O-])ccc23)c2ccc(S(=O)(=O)[O-])cc21,CO,755.0,778.0
14950,CC1(C)c2cc(/C=C/c3nc(/C=C/c4ccc5c(c4)C(C)(C)c4cc(N(c6ccccc6)c6ccccc6)ccc4-5)nc(/C=C/c4ccc5c(c4)C(C)(C)c4cc(N(c6ccccc6)c6ccccc6)ccc4-5)n3)ccc2-c2ccc(N(c3ccccc3)c3ccccc3)cc21,C1CCOC1,429.0,555.0
14954,CN(C)c1ccc(-c2nc3cccnc3[nH]2)cc1,C1CCCCC1,351.0,359.0
14955,CN(C)c1ccc(-c2nc3cccnc3[nH]2)cc1,CC#N,346.0,408.0
14966,COc1ccc2[nH]cc(/C=C/C3=[NH+]c4cccc5cccc3c45)c2c1,CO,488.0,583.0
14970,C(C1=[NH+]c2cccc3cccc1c23)=c1[nH]c2cccc3cccc1c32,CO,557.0,617.0
14972,C(/C=C/C1=[NH+]c2cccc3cccc1c23)=c1/[nH]c2cccc3cccc1c32,CO,618.0,651.0
14984,CCOC(=O)/C(C#N)=C(\C=C\c1ccc(N(c2ccccc2)c2ccccc2)cc1)c1ccccc1,Cc1ccccc1,463.0,560.0
14985,CCOC(=O)/C(C#N)=C(\C=C\c1ccc(N(c2ccccc2)c2ccccc2)cc1)c1ccccc1,C1COCCO1,459.0,590.0
14986,CCOC(=O)/C(C#N)=C(\C=C\c1ccc(N(c2ccccc2)c2ccccc2)cc1)c1ccccc1,ClCCl,454.0,581.0
14987,CCOC(=O)/C(C#N)=C(\C=C\c1ccc(N(c2ccccc2)c2ccccc2)cc1)c1ccccc1,ClC(Cl)Cl,475.0,608.0
14988,CCOC(=O)/C(C#N)=C(\C=C\c1ccc(N(c2ccccc2)c2ccccc2)cc1)c1ccccc1,CCOC(C)=O,454.0,599.0
14989,CCOC(=O)/C(C#N)=C(\C=C\c1ccc(N(c2ccccc2)c2ccccc2)cc1)c1ccccc1,CC(C)=O,457.0,630.0
14990,CCOC(=O)/C(C#N)=C(\C=C\c1ccc(N(c2ccccc2)c2ccccc2)cc1)c1ccccc1,CO,463.0,625.0
14991,CCOC(=O)/C(C#N)=C(\C=C\c1ccc(N(c2ccccc2)c2ccccc2)cc1)c1ccccc1,CCO,466.0,619.0
14992,CCOC(=O)/C(C#N)=C(\C=C\c1ccc(N(c2ccccc2)c2ccccc2)cc1)c1ccccc1,CC#N,457.0,644.0
14993,CCOC(=O)/C(C#N)=C(\C=C\c1ccc(N(c2ccccc2)c2ccccc2)cc1)c1ccccc1,CN(C)C=O,466.0,642.0
14994,N#CC(C#N)=C(/C=C/c1ccc(N(c2ccccc2)c2ccc(/C=C/C(=C(C#N)C#N)c3ccccc3)cc2)cc1)c1ccccc1,Cc1ccccc1,508.0,570.0
14995,N#CC(C#N)=C(/C=C/c1ccc(N(c2ccccc2)c2ccc(/C=C/C(=C(C#N)C#N)c3ccccc3)cc2)cc1)c1ccccc1,C1COCCO1,507.0,601.0
14996,N#CC(C#N)=C(/C=C/c1ccc(N(c2ccccc2)c2ccc(/C=C/C(=C(C#N)C#N)c3ccccc3)cc2)cc1)c1ccccc1,ClCCl,505.0,588.0
14997,N#CC(C#N)=C(/C=C/c1ccc(N(c2ccccc2)c2ccc(/C=C/C(=C(C#N)C#N)c3ccccc3)cc2)cc1)c1ccccc1,ClC(Cl)Cl,523.0,604.0
14998,N#CC(C#N)=C(/C=C/c1ccc(N(c2ccccc2)c2ccc(/C=C/C(=C(C#N)C#N)c3ccccc3)cc2)cc1)c1ccccc1,CCOC(C)=O,505.0,615.0
14999,N#CC(C#N)=C(/C=C/c1ccc(N(c2ccccc2)c2ccc(/C=C/C(=C(C#N)C#N)c3ccccc3)cc2)cc1)c1ccccc1,CC(C)=O,508.0,643.0
15000,N#CC(C#N)=C(/C=C/c1ccc(N(c2ccccc2)c2ccc(/C=C/C(=C(C#N)C#N)c3ccccc3)cc2)cc1)c1ccccc1,CO,511.0,627.0
15001,N#CC(C#N)=C(/C=C/c1ccc(N(c2ccccc2)c2ccc(/C=C/C(=C(C#N)C#N)c3ccccc3)cc2)cc1)c1ccccc1,CCO,514.0,633.0
15002,N#CC(C#N)=C(/C=C/c1ccc(N(c2ccccc2)c2ccc(/C=C/C(=C(C#N)C#N)c3ccccc3)cc2)cc1)c1ccccc1,CC#N,508.0,652.0
15003,N#CC(C#N)=C(/C=C/c1ccc(N(c2ccccc2)c2ccc(/C=C/C(=C(C#N)C#N)c3ccccc3)cc2)cc1)c1ccccc1,CN(C)C=O,520.0,653.0
15004,CCOC(=O)/C(C#N)=C(\C=C\c1ccc(N(c2ccccc2)c2ccc(/C=C/C(=C(/C#N)C(=O)OCC)c3ccccc3)cc2)cc1)c1ccccc1,Cc1ccccc1,490.0,562.0
15005,CCOC(=O)/C(C#N)=C(\C=C\c1ccc(N(c2ccccc2)c2ccc(/C=C/C(=C(/C#N)C(=O)OCC)c3ccccc3)cc2)cc1)c1ccccc1,C1COCCO1,474.0,589.0
15006,CCOC(=O)/C(C#N)=C(\C=C\c1ccc(N(c2ccccc2)c2ccc(/C=C/C(=C(/C#N)C(=O)OCC)c3ccccc3)cc2)cc1)c1ccccc1,ClCCl,481.0,577.0
15007,CCOC(=O)/C(C#N)=C(\C=C\c1ccc(N(c2ccccc2)c2ccc(/C=C/C(=C(/C#N)C(=O)OCC)c3ccccc3)cc2)cc1)c1ccccc1,ClC(Cl)Cl,502.0,604.0
15008,CCOC(=O)/C(C#N)=C(\C=C\c1ccc(N(c2ccccc2)c2ccc(/C=C/C(=C(/C#N)C(=O)OCC)c3ccccc3)cc2)cc1)c1ccccc1,CCOC(C)=O,481.0,602.0
15009,CCOC(=O)/C(C#N)=C(\C=C\c1ccc(N(c2ccccc2)c2ccc(/C=C/C(=C(/C#N)C(=O)OCC)c3ccccc3)cc2)cc1)c1ccccc1,CC(C)=O,484.0,634.0
15010,CCOC(=O)/C(C#N)=C(\C=C\c1ccc(N(c2ccccc2)c2ccc(/C=C/C(=C(/C#N)C(=O)OCC)c3ccccc3)cc2)cc1)c1ccccc1,CO,493.0,628.0
15011,CCOC(=O)/C(C#N)=C(\C=C\c1ccc(N(c2ccccc2)c2ccc(/C=C/C(=C(/C#N)C(=O)OCC)c3ccccc3)cc2)cc1)c1ccccc1,CCO,493.0,619.0
15012,CCOC(=O)/C(C#N)=C(\C=C\c1ccc(N(c2ccccc2)c2ccc(/C=C/C(=C(/C#N)C(=O)OCC)c3ccccc3)cc2)cc1)c1ccccc1,CC#N,487.0,643.0
15013,CCOC(=O)/C(C#N)=C(\C=C\c1ccc(N(c2ccccc2)c2ccc(/C=C/C(=C(/C#N)C(=O)OCC)c3ccccc3)cc2)cc1)c1ccccc1,CN(C)C=O,496.0,640.0
15022,Cc1cccc(Nc2ccccc2C(=O)O)c1C,C1CCCCC1,360.0,438.0
15023,Cc1cccc(Nc2ccccc2C(=O)O)c1C,C1COCCO1,354.0,437.0
15024,Cc1cccc(Nc2ccccc2C(=O)O)c1C,ClC(Cl)Cl,357.0,442.0
15025,Cc1cccc(Nc2ccccc2C(=O)O)c1C,CCOC(C)=O,351.0,439.0
15026,Cc1cccc(Nc2ccccc2C(=O)O)c1C,C1CCOC1,352.0,438.0
15027,Cc1cccc(Nc2ccccc2C(=O)O)c1C,CN(C)C=O,348.0,385.0
15028,Cc1cccc(Nc2ccccc2C(=O)O)c1C,CC#N,351.0,398.0
15029,Cc1cccc(Nc2ccccc2C(=O)O)c1C,CO,345.0,390.0
15038,CCN(CC)c1ccc2c(C)cc(=O)oc2c1,CCCCCCCCO,373.0,443.0
15039,CCN(CC)c1ccc2c(C)cc(=O)oc2c1,CCCCCCO,373.0,444.0
15040,CCN(CC)c1ccc2c(C)cc(=O)oc2c1,CCCCO,374.0,447.0
15041,CCN(CC)c1ccc2c(C)cc(=O)oc2c1,CCCO,376.0,452.0
15042,CCN(CC)c1ccc2c(C)cc(=O)oc2c1,CCO,376.0,454.0
15043,CCN(CC)c1ccc2c(C)cc(=O)oc2c1,CO,381.0,462.0
15044,CCN(CC)c1ccc2c(C)cc(=O)oc2c1,O,385.0,470.0
15049,CC1(C)c2ccccc2-c2ccc(N(c3ccc(-c4ccccc4)cc3)c3ccc(-c4cc5ccccc5c5c4oc4ccccc45)cc3)cc21,C1CCOC1,359.0,467.0
15051,Cc1ccc2nc3cc4c(cc3c(-c3ccccc3)c2c1)[Si](C)(C)O[Si]4(C)C,ClCCl,370.0,504.0
15052,C[Si]1(C)O[Si](C)(C)c2cc3c(-c4ccccc4)c4ccccc4nc3cc21,ClCCl,368.0,502.0
15053,C[Si]1(C)O[Si](C)(C)c2cc3c(-c4ccccc4)c4cc(Cl)ccc4nc3cc21,ClCCl,376.0,505.0
15055,C[Si]1(C)O[Si](C)(C)c2cc3c(-c4ccc(F)cc4)c4ccccc4nc3cc21,ClCCl,368.0,503.0
15056,C[Si]1(C)O[Si](C)(C)c2cc3c(-c4ccccc4F)c4cc(Cl)ccc4nc3cc21,ClCCl,380.0,498.0
15057,Cc1ccc2nc3cc4c(cc3c(-c3ccccc3)c2c1)[Si](C)(C)O[Si](C)(C)O[Si]4(C)C,ClCCl,371.0,502.0
15058,C[Si]1(C)O[Si](C)(C)c2cc3nc4ccccc4c(-c4ccccc4)c3cc2[Si](C)(C)O1,ClCCl,368.0,501.0
15060,C[Si]1(C)O[Si](C)(C)c2cc3nc4ccc([N+](=O)[O-])cc4c(-c4ccccc4)c3cc2[Si](C)(C)O1,ClCCl,376.0,520.0
15061,C[Si]1(C)O[Si](C)(C)c2cc3nc4ccccc4c(-c4ccc(F)cc4)c3cc2[Si](C)(C)O1,ClCCl,368.0,500.0
15063,Cc1ccc2nc3cc4ccccc4cc3c(-c3ccccc3)c2c1,ClCCl,400.0,521.0
15064,c1ccc(-c2c3ccccc3nc3cc4ccccc4cc23)cc1,ClCCl,399.0,525.0
15065,Clc1ccc2nc3cc4ccccc4cc3c(-c3ccccc3)c2c1,ClCCl,402.0,527.0
15066,O=[N+]([O-])c1ccc2nc3cc4ccccc4cc3c(-c3ccccc3)c2c1,ClCCl,400.0,602.0
15068,Fc1ccccc1-c1c2cc(Cl)ccc2nc2cc3ccccc3cc12,ClCCl,402.0,526.0
15069,c1ccc(-n2c(-c3ccc(-c4ccc5c(c4)C4(c6ccccc6-c6ccccc64)c4cc(-c6ccc(-c7nc8ccccc8n7-c7ccccc7)cc6)c6ccccc6c4-5)cc3)nc3ccccc32)cc1,ClC(Cl)Cl,359.0,440.0
15070,c1ccc(-n2c(-c3ccc(-c4ccc5c(c4)C4(c6ccccc6-5)c5ccccc5-c5ccc(-c6ccc(-c7nc8ccccc8n7-c7ccccc7)cc6)c6cccc4c56)cc3)nc3ccccc32)cc1,ClC(Cl)Cl,325.0,440.0
15073,CCCCCCOc1ccc(-c2cnc(-c3nnc(-c4ccc(OCCCCCC)cc4)o3)o2)cc1,C1CCCCC1,316.0,370.0
15074,CCCCCCOc1ccc(-c2cnc(-c3nnc(-c4ccc(OCCCCCC)cc4)o3)o2)cc1,ClC(Cl)Cl,325.0,390.0
15075,CCCCCCOc1ccc(-c2cnc(-c3nnc(-c4ccc(OCCCCCC)cc4)o3)o2)cc1,C1CCOC1,319.0,386.0
15076,CCCCCCOc1ccc(-c2cnc(-c3nnc(-c4ccc(OCCCCCC)cc4)o3)o2)cc1,CC#N,320.0,400.0
15077,CCCCCCOc1ccc(-c2cnc(-c3nnc(-c4ccc(OCCCCCC)cc4)o3)o2)cc1,CCO,322.0,411.0
15078,CCCCCCOc1ccc(-c2cnc(-c3nnc(-c4ccc(OCCCCCC)cc4)o3)o2)cc1,CO,320.0,419.0
15079,F[B-]1(F)OC(c2ccccc2)=Nc2sc(-c3ccccc3)n[n+]21,ClC(Cl)Cl,335.0,413.0
15080,F[B-]1(F)OC(c2ccccc2)=Nc2sc(-c3ccccc3)n[n+]21,Cc1ccccc1,337.0,410.0
15081,F[B-]1(F)OC(c2ccccc2)=Nc2sc(-c3ccccc3)n[n+]21,ClCCl,333.0,412.0
15082,F[B-]1(F)OC(c2ccccc2)=Nc2sc(-c3ccccc3)n[n+]21,C1CCOC1,332.0,402.0
15083,F[B-]1(F)OC(c2ccccc2)=Nc2sc(-c3ccccc3)n[n+]21,CCO,328.0,409.0
15084,F[B-]1(F)OC(c2ccccc2)=Nc2sc(-c3ccccc3)n[n+]21,CC#N,330.0,415.0
15085,F[B-]1(F)OC(c2ccccc2)=Nc2sc(-c3ccccc3)n[n+]21,CCOC(C)=O,331.0,411.0
15086,F[B-]1(F)OC(c2ccccc2)=Nc2sc(-c3ccccc3)n[n+]21,CN(C)C=O,334.0,419.0
15087,F[B-]1(F)OC(c2ccccc2)=Nc2sc(-c3ccccc3)n[n+]21,F[B-]1(F)OC(c2ccccc2)=Nc2sc(-c3ccccc3)n[n+]21,367.0,429.0
15090,O=[N+]([O-])c1ccc(C2=Nc3sc(-c4ccccc4)n[n+]3[B-](F)(F)O2)cc1,Cc1ccccc1,343.0,409.0
15091,COc1ccc(-c2n[n+]3c(s2)N=C(c2ccccc2)O[B-]3(F)F)cc1,Cc1ccccc1,349.0,436.0
15092,COc1ccc(-c2n[n+]3c(s2)N=C(c2ccccc2)O[B-]3(F)F)cc1,COc1ccc(-c2n[n+]3c(s2)N=C(c2ccccc2)O[B-]3(F)F)cc1,370.0,456.0
15093,c1ccc(C(=C(c2ccccc2)c2ccc(-c3nc4c(-c5ccc(C(=C(c6ccccc6)c6ccccc6)c6ccccc6)cc5)sc(-c5ccc(C(=C(c6ccccc6)c6ccccc6)c6ccccc6)cc5)c4nc3-c3ccc(C(=C(c4ccccc4)c4ccccc4)c4ccccc4)cc3)cc2)c2ccccc2)cc1,Cc1ccccc1,538.0,640.0
15094,c1ccc(C(=C(c2ccccc2)c2ccc(-c3nc4c(-c5ccc(C(=C(c6ccccc6)c6ccccc6)c6ccccc6)cc5)sc(-c5ccc(C(=C(c6ccccc6)c6ccccc6)c6ccccc6)cc5)c4nc3-c3ccc(C(=C(c4ccccc4)c4ccccc4)c4ccccc4)cc3)cc2)c2ccccc2)cc1,ClCCl,520.0,654.0
15095,c1ccc(C(=C(c2ccccc2)c2ccc(-c3ccc(-c4nc5c(-c6ccc(-c7ccc(C(=C(c8ccccc8)c8ccccc8)c8ccccc8)cc7)cc6)sc(-c6ccc(-c7ccc(C(=C(c8ccccc8)c8ccccc8)c8ccccc8)cc7)cc6)c5nc4-c4ccc(-c5ccc(C(=C(c6ccccc6)c6ccccc6)c6ccccc6)cc5)cc4)cc3)cc2)c2ccccc2)cc1,Cc1ccccc1,530.0,637.0
15096,c1ccc(C(=C(c2ccccc2)c2ccc(-c3ccc(-c4nc5c(-c6ccc(-c7ccc(C(=C(c8ccccc8)c8ccccc8)c8ccccc8)cc7)cc6)sc(-c6ccc(-c7ccc(C(=C(c8ccccc8)c8ccccc8)c8ccccc8)cc7)cc6)c5nc4-c4ccc(-c5ccc(C(=C(c6ccccc6)c6ccccc6)c6ccccc6)cc5)cc4)cc3)cc2)c2ccccc2)cc1,ClCCl,520.0,647.0
15098,O=Cc1ccc(-c2ccc(O)c(-c3nc4ccccc4s3)c2)o1,O,349.0,564.0
15100,Oc1ccc(-c2cccs2)cc1-c1nc2ccccc2s1,O,361.0,566.0
15102,N#CC(C#N)=Cc1ccc(-c2ccc(O)c(-c3nc4ccccc4s3)c2)s1,O,416.0,646.0
15103,Oc1cc(-c2ccco2)ccc1-c1nc2ccccc2s1,O,354.0,516.0
15104,O=Cc1ccc(-c2ccc(-c3nc4ccccc4s3)c(O)c2)o1,O,326.0,563.0
15105,N#CC(C#N)=Cc1ccc(-c2ccc(-c3nc4ccccc4s3)c(O)c2)o1,O,394.0,596.0
15106,Oc1cc(-c2cccs2)ccc1-c1nc2ccccc2s1,O,370.0,517.0
15107,O=Cc1ccc(-c2ccc(-c3nc4ccccc4s3)c(O)c2)s1,O,343.0,557.0
15108,N#CC(C#N)=Cc1ccc(-c2ccc(-c3nc4ccccc4s3)c(O)c2)s1,O,388.0,609.0
15109,Oc1c(-c2ccco2)cccc1-c1nc2ccccc2s1,O,360.0,569.0
15110,O=Cc1ccc(-c2cccc(-c3nc4ccccc4s3)c2O)o1,O,360.0,585.0
15111,N#CC(C#N)=Cc1ccc(-c2cccc(-c3nc4ccccc4s3)c2O)o1,O,443.0,635.0
15112,Oc1c(-c2cccs2)cccc1-c1nc2ccccc2s1,O,346.0,587.0
15113,O=Cc1ccc(-c2cccc(-c3nc4ccccc4s3)c2O)s1,O,360.0,595.0
15114,N#CC(C#N)=Cc1ccc(-c2cccc(-c3nc4ccccc4s3)c2O)s1,O,397.0,646.0
15115,Oc1ccccc1-c1nc2ccccc2s1,O,328.0,463.0
15117,O=Cc1ccc(-c2ccc(O)c(-c3nc4ccccc4s3)c2)o1,CCO,341.0,550.0
15119,Oc1ccc(-c2cccs2)cc1-c1nc2ccccc2s1,CCO,360.0,428.0
15121,N#CC(C#N)=Cc1ccc(-c2ccc(O)c(-c3nc4ccccc4s3)c2)s1,CCO,420.0,641.0
15122,Oc1cc(-c2ccco2)ccc1-c1nc2ccccc2s1,CCO,359.0,405.0
15123,O=Cc1ccc(-c2ccc(-c3nc4ccccc4s3)c(O)c2)o1,CCO,371.0,530.0
15124,N#CC(C#N)=Cc1ccc(-c2ccc(-c3nc4ccccc4s3)c(O)c2)o1,CCO,421.0,501.0
15125,Oc1cc(-c2cccs2)ccc1-c1nc2ccccc2s1,CCO,361.0,408.0
15126,O=Cc1ccc(-c2ccc(-c3nc4ccccc4s3)c(O)c2)s1,CCO,376.0,540.0
15127,N#CC(C#N)=Cc1ccc(-c2ccc(-c3nc4ccccc4s3)c(O)c2)s1,CCO,421.0,499.0
15128,Oc1c(-c2ccco2)cccc1-c1nc2ccccc2s1,CCO,360.0,575.0
15129,O=Cc1ccc(-c2cccc(-c3nc4ccccc4s3)c2O)o1,CCO,363.0,567.0
15130,N#CC(C#N)=Cc1ccc(-c2cccc(-c3nc4ccccc4s3)c2O)o1,CCO,421.0,631.0
15131,Oc1c(-c2cccs2)cccc1-c1nc2ccccc2s1,CCO,356.0,585.0
15132,O=Cc1ccc(-c2cccc(-c3nc4ccccc4s3)c2O)s1,CCO,367.0,576.0
15133,N#CC(C#N)=Cc1ccc(-c2cccc(-c3nc4ccccc4s3)c2O)s1,CCO,414.0,630.0
15134,Oc1ccccc1-c1nc2ccccc2s1,CCO,333.0,373.0
15136,O=Cc1ccc(-c2ccc(O)c(-c3nc4ccccc4s3)c2)o1,ClCCl,342.0,553.0
15138,Oc1ccc(-c2cccs2)cc1-c1nc2ccccc2s1,ClCCl,363.0,405.0
15140,N#CC(C#N)=Cc1ccc(-c2ccc(O)c(-c3nc4ccccc4s3)c2)s1,ClCCl,427.0,600.0
15141,Oc1cc(-c2ccco2)ccc1-c1nc2ccccc2s1,ClCCl,361.0,512.0
15142,O=Cc1ccc(-c2ccc(-c3nc4ccccc4s3)c(O)c2)o1,ClCCl,373.0,526.0
15143,N#CC(C#N)=Cc1ccc(-c2ccc(-c3nc4ccccc4s3)c(O)c2)o1,ClCCl,426.0,502.0
15144,Oc1cc(-c2cccs2)ccc1-c1nc2ccccc2s1,ClCCl,364.0,515.0
15145,O=Cc1ccc(-c2ccc(-c3nc4ccccc4s3)c(O)c2)s1,ClCCl,378.0,535.0
15146,N#CC(C#N)=Cc1ccc(-c2ccc(-c3nc4ccccc4s3)c(O)c2)s1,ClCCl,426.0,503.0
15147,Oc1c(-c2ccco2)cccc1-c1nc2ccccc2s1,ClCCl,360.0,577.0
15148,O=Cc1ccc(-c2cccc(-c3nc4ccccc4s3)c2O)o1,ClCCl,360.0,565.0
15149,N#CC(C#N)=Cc1ccc(-c2cccc(-c3nc4ccccc4s3)c2O)o1,ClCCl,428.0,605.0
15150,Oc1c(-c2cccs2)cccc1-c1nc2ccccc2s1,ClCCl,356.0,585.0
15151,O=Cc1ccc(-c2cccc(-c3nc4ccccc4s3)c2O)s1,ClCCl,370.0,566.0
15152,N#CC(C#N)=Cc1ccc(-c2cccc(-c3nc4ccccc4s3)c2O)s1,ClCCl,424.0,607.0
15153,Oc1ccccc1-c1nc2ccccc2s1,ClCCl,333.0,396.0
15154,COc1cccc(-n2c(-c3ccccc3)nc(C)c2C)c1,CCCCCC,282.0,365.0
